,PARKING_SPACE_ID,POST_ID,STREET_NAME,shape
29928,142093,440-60120,GEARY BLVD,POINT (-122.48414 37.780247)
29929,147645,440-43010,GEARY BLVD,POINT (-122.465515 37.780823)
29930,143147,108-12930,08TH AVE,POINT (-122.46532 37.76432)
29931,142605,109-13380,09TH AVE,POINT (-122.466156 37.7631)
29932,163194,490-18160,IRVING ST,POINT (-122.477875 37.763603)
29933,143191,581-13010,NORIEGA ST,POINT (-122.47768 37.754105)
29934,153361,355-17570,CHURCH ST,POINT (-122.42647 37.742645)
29936,141261,568-26200,MISSION ST,POINT (-122.41876 37.75479)
29937,163394,469-17440,HOLLOWAY AVE,POINT (-122.48039 37.721004)
29938,144242,591-12110,OCEAN AVE,POINT (-122.455635 37.72368)
29940,147533,642-00130,RUSSIA AVE,POINT (-122.43662 37.72139)
29941,151072,667-15210,SOUTH VAN NESS AVE,POINT (-122.41578 37.748566)
29944,141896,224-31130,24TH ST,POINT (-122.4146 37.752403)
29946,147655,108-03080,08TH AVE,POINT (-122.46647 37.78263)
29947,141239,224-40040,24TH ST,POINT (-122.43301 37.75097)
29948,163329,117-23620,17TH AVE,POINT (-122.473495 37.74352)
29949,151317,440-28080,GEARY BLVD,POINT (-122.44947 37.782326)
29950,141994,321-35100,BALBOA ST,POINT (-122.49653 37.775814)
29951,141221,568-26250,MISSION ST,POINT (-122.41857 37.754684)
29952,162475,127-23670,27TH AVE,POINT (-122.48438 37.742836)
29953,163149,109-02930,09TH AVE,POINT (-122.467705 37.783028)
29954,148964,108-03070,08TH AVE,POINT (-122.46621 37.782455)
29955,141382,224-38220,24TH ST,POINT (-122.42826 37.751694)
29956,147821,109-03107,09TH AVE,POINT (-122.46717 37.782223)
29957,142313,120-12130,20TH AVE,POINT (-122.47874 37.76398)
29958,163094,493-13250,ILLINOIS ST,POINT (-122.38694 37.754597)
29960,164746,360-07100,CLEMENT ST,POINT (-122.466995 37.782898)
29961,151342,568-49050,MISSION ST,POINT (-122.43836 37.7198)
29962,148421,360-24230,CLEMENT ST,POINT (-122.48555 37.781914)
29963,142012,440-61040,GEARY BLVD,POINT (-122.484955 37.78021)
29964,142023,360-21080,CLEMENT ST,POINT (-122.48196 37.78221)
29965,141766,224-28700,24TH ST,POINT (-122.40991 37.752796)
29966,142368,490-24040,IRVING ST,POINT (-122.483826 37.76333)
29967,141362,568-28400,MISSION ST,POINT (-122.4184 37.751022)
29968,153376,700-14250,VALENCIA ST,POINT (-122.42032 37.74979)
29969,148177,321-34010,BALBOA ST,POINT (-122.49531 37.775734)
29970,151899,203-46130,03RD ST,POINT (-122.39014 37.73594)
29971,142820,490-14110,IRVING ST,POINT (-122.47324 37.763653)
29972,147468,360-23170,CLEMENT ST,POINT (-122.48441 37.781967)
29974,142324,725-00060,WEST PORTAL AVE,POINT (-122.466095 37.740738)
29975,151371,543-05080,LAUREL ST,POINT (-122.44997 37.78651)
29976,151275,650-33280,SACRAMENTO ST,POINT (-122.4481 37.788094)
29977,149023,109-03121,09TH AVE,POINT (-122.46716 37.782055)
29978,142177,521-00070,KIRKHAM ST,POINT (-122.46076 37.760468)
29979,144327,490-16230,IRVING ST,POINT (-122.47565 37.763546)
29980,142042,321-33280,BALBOA ST,POINT (-122.494965 37.775887)
29981,151166,700-16790,VALENCIA ST,POINT (-122.41995 37.74599)
29982,141412,224-38660,24TH ST,POINT (-122.42919 37.751637)
29983,142120,107-13120,07TH AVE,POINT (-122.46377 37.763565)
29984,148159,118-04100,18TH AVE,POINT (-122.4777 37.77993)
29985,151574,667-15230,SOUTH VAN NESS AVE,POINT (-122.41578 37.74851)
29986,147734,360-02190,CLEMENT ST,POINT (-122.46169 37.782993)
29989,141354,224-29210,24TH ST,POINT (-122.41079 37.752636)
29991,148305,119-04030,19TH AVE,POINT (-122.47834 37.78009)
29992,151397,568-43760,MISSION ST,POINT (-122.43262 37.727596)
29993,149301,440-52190,GEARY BLVD,POINT (-122.47578 37.780357)
29994,141923,492-10530,IOWA ST,POINT (-122.3913 37.753456)
29995,142977,490-16160,IRVING ST,POINT (-122.47567 37.7637)
29996,152184,568-48500,MISSION ST,POINT (-122.43834 37.720135)
29997,148360,440-58050,GEARY BLVD,POINT (-122.48173 37.78009)
29998,142452,115-28100,15TH AVE,POINT (-122.47032 37.736496)
29999,163166,440-57110,GEARY BLVD,POINT (-122.4809 37.780125)
30000,152275,440-26100,GEARY BLVD,POINT (-122.44766 37.782566)
30001,142469,490-24070,IRVING ST,POINT (-122.4838 37.763195)
30002,151202,568-43420,MISSION ST,POINT (-122.432 37.728153)
30003,141291,224-40570,24TH ST,POINT (-122.433655 37.75126)
30004,142759,568-51610,MISSION ST,POINT (-122.44121 37.716034)
30005,144267,109-12270,09TH AVE,POINT (-122.46644 37.765106)
30006,152245,650-32270,SACRAMENTO ST,POINT (-122.44663 37.78817)
30007,149049,360-05290,CLEMENT ST,POINT (-122.46511 37.782837)
30008,162380,581-25230,NORIEGA ST,POINT (-122.490906 37.753506)
30009,142253,107-13116,07TH AVE,POINT (-122.463806 37.763607)
30010,142639,568-53280,MISSION ST,POINT (-122.443405 37.71398)
30011,144454,581-13020,NORIEGA ST,POINT (-122.47772 37.754257)
30012,147713,440-44280,GEARY BLVD,POINT (-122.46736 37.78101)
30013,142152,568-51110,MISSION ST,POINT (-122.440575 37.716866)
30014,148114,321-02030,BALBOA ST,POINT (-122.46098 37.777298)
30015,151087,225-33080,25TH ST,POINT (-122.41655 37.750786)
30017,151775,203-49070,03RD ST,POINT (-122.390915 37.73369)
30018,142676,568-51030,MISSION ST,POINT (-122.44042 37.71707)
30019,147344,360-05270,CLEMENT ST,POINT (-122.465065 37.782837)
30020,142500,360-18300,CLEMENT ST,POINT (-122.47925 37.782337)
30021,163295,591-26580,OCEAN AVE,POINT (-122.474594 37.732388)
30022,151124,568-31290,MISSION ST,POINT (-122.41871 37.74721)
30023,163151,440-30170,GEARY BLVD,POINT (-122.45167 37.78177)
30024,148293,123-04040,23RD AVE,POINT (-122.48249 37.77993)
30025,163300,591-18180,OCEAN AVE,POINT (-122.46179 37.725224)
30028,150925,203-47090,03RD ST,POINT (-122.39038 37.73521)
30029,162221,490-22200,IRVING ST,POINT (-122.48215 37.763405)
30030,143002,568-51090,MISSION ST,POINT (-122.44052 37.716938)
30031,148043,440-45160,GEARY BLVD,POINT (-122.4681 37.78098)
30033,148085,609-02140,PARKER AVE,POINT (-122.45397 37.781265)
30034,148280,440-57112,GEARY BLVD,POINT (-122.48115 37.780464)
30035,141832,223-32090,23RD ST,POINT (-122.41688 37.753887)
30036,147930,440-37200,GEARY BLVD,POINT (-122.45965 37.78136)
30037,163129,657-28150,SAN BRUNO AVE,POINT (-122.40283 37.726105)
30038,148325,118-03900,18TH AVE,POINT (-122.47718 37.780857)
30039,148345,613-06680,PORTOLA DR,POINT (-122.45275 37.74481)
30040,147816,440-31120,GEARY BLVD,POINT (-122.45266 37.78192)
30041,142954,703-00200,VICENTE ST,POINT (-122.46674 37.73967)
30042,142910,121-12940,21ST AVE,POINT (-122.4792 37.76372)
30043,150859,492-09310,IOWA ST,POINT (-122.391655 37.754723)
30044,163174,440-62010,GEARY BLVD,POINT (-122.485916 37.779892)
30045,148055,105-02970,05TH AVE,POINT (-122.46342 37.783108)
30046,152031,650-36250,SACRAMENTO ST,POINT (-122.4529 37.787373)
30047,148390,440-50070,GEARY BLVD,POINT (-122.47315 37.780476)
30048,141461,611-03480,PARNASSUS AVE,POINT (-122.45624 37.764)
30049,153404,203-51150,03RD ST,POINT (-122.391556 37.7319)
30050,142527,440-57101,GEARY BLVD,POINT (-122.48092 37.78044)
30051,148942,575-04140,MAPLE ST,POINT (-122.45526 37.786858)
30052,164478,132-17940,32ND AVE,POINT (-122.49034 37.753933)
30053,149004,107-03300,07TH AVE,POINT (-122.46535 37.781994)
30054,142663,690-08110,ULLOA ST,POINT (-122.46556 37.740284)
30056,163413,687-00750,TAPIA DR,POINT (-122.480576 37.721455)
30057,149428,360-22050,CLEMENT ST,POINT (-122.483 37.782032)
30058,143264,591-25111,OCEAN AVE,POINT (-122.47228 37.731613)
30059,151688,357-06940,CHENERY ST,POINT (-122.43368 37.73454)
30060,151733,335-00240,BURROWS ST,POINT (-122.40387 37.728943)
30061,143459,680-11080,TARAVAL ST,POINT (-122.47825 37.743015)
30062,147939,360-02080,CLEMENT ST,POINT (-122.4616 37.783146)
30063,147991,440-31170,GEARY BLVD,POINT (-122.45275 37.78163)
30064,142056,613-07120,PORTOLA DR,POINT (-122.45354 37.744335)
30065,142221,611-07230,PARNASSUS AVE,POINT (-122.46149 37.76237)
30066,151057,355-17180,CHURCH ST,POINT (-122.426704 37.7432)
30067,152154,618-04120,PRESIDIO AVE,POINT (-122.44682 37.787933)
30068,142786,109-12220,09TH AVE,POINT (-122.46632 37.765305)
30070,163279,581-12170,NORIEGA ST,POINT (-122.47716 37.754135)
30071,142611,108-13118,08TH AVE,POINT (-122.46598 37.763546)
30072,147738,440-40020,GEARY BLVD,POINT (-122.462326 37.78124)
30073,164243,668-09940,SHOTWELL ST,POINT (-122.41523 37.75265)
30074,152382,650-32300,SACRAMENTO ST,POINT (-122.44673 37.788265)
30075,147591,106-03150,06TH AVE,POINT (-122.46445 37.78244)
30076,142824,725-01120,WEST PORTAL AVE,POINT (-122.46737 37.739536)
30077,147586,727-00080,WAYLAND ST,POINT (-122.40296 37.72655)
30078,142839,109-12610,09TH AVE,POINT (-122.466385 37.76432)
30080,148168,360-11160,CLEMENT ST,POINT (-122.47126 37.782703)
30081,142939,107-13020,07TH AVE,POINT (-122.46407 37.764008)
30082,149155,440-45220,GEARY BLVD,POINT (-122.468315 37.780968)
30083,141431,568-26310,MISSION ST,POINT (-122.41856 37.754524)
30084,163268,680-06020,TARAVAL ST,POINT (-122.47271 37.74326)
30085,164448,581-12360,NORIEGA ST,POINT (-122.477356 37.754265)
30086,152209,650-35320,SACRAMENTO ST,POINT (-122.45148 37.787663)
30087,151718,568-29370,MISSION ST,POINT (-122.41809 37.749634)
30088,164364,360-03170,CLEMENT ST,POINT (-122.46273 37.782948)
30089,141311,224-29510,24TH ST,POINT (-122.41107 37.752617)
30090,148243,128-05100,28TH AVE,POINT (-122.48783 37.779556)
30091,147541,423-13230,FULTON ST,POINT (-122.438934 37.776684)
30092,143102,611-07170,PARNASSUS AVE,POINT (-122.46141 37.76239)
30093,142234,725-01300,WEST PORTAL AVE,POINT (-122.46766 37.73929)
30094,148213,440-57190,GEARY BLVD,POINT (-122.48111 37.780117)
30095,151346,568-48180,MISSION ST,POINT (-122.43788 37.720745)
30097,163266,725-03510,WEST PORTAL AVE,POINT (-122.46983 37.737152)
30098,151254,584-00270,NORTON ST,POINT (-122.4351 37.72504)
30099,151717,798-00114,LILAC ST,POINT (-122.4177 37.75204)
30100,140443,224-38790,24TH ST,POINT (-122.42943 37.751514)
30101,148015,108-03070,08TH AVE,POINT (-122.466606 37.78265)
30102,164757,440-46060,GEARY BLVD,POINT (-122.46888 37.78094)
30103,164347,568-46700,MISSION ST,POINT (-122.4359 37.723366)
30104,142692,490-19050,IRVING ST,POINT (-122.4784 37.763424)
30105,152061,568-46180,MISSION ST,POINT (-122.435295 37.724163)
30106,151559,383-28120,DIAMOND ST,POINT (-122.434044 37.734123)
30107,153460,350-35250,CALIFORNIA ST,POINT (-122.45238 37.78641)
30108,142495,440-59130,GEARY BLVD,POINT (-122.48306 37.780025)
30109,148035,360-01390,CLEMENT ST,POINT (-122.46105 37.783024)
30110,143293,725-03840,WEST PORTAL AVE,POINT (-122.47053 37.736816)
30112,141866,224-32370,24TH ST,POINT (-122.41774 37.752213)
30113,143132,490-18080,IRVING ST,POINT (-122.4776 37.763615)
30114,162444,581-25210,NORIEGA ST,POINT (-122.49087 37.753506)
30115,152367,584-00060,NORTON ST,POINT (-122.43516 37.725185)
30116,149090,105-04080,05TH AVE,POINT (-122.46311 37.78075)
30117,148441,440-55150,GEARY BLVD,POINT (-122.47885 37.78022)
30118,143408,680-15130,TARAVAL ST,POINT (-122.48263 37.742657)
30119,151074,700-15050,VALENCIA ST,POINT (-122.42021 37.748714)
30120,150850,492-10230,IOWA ST,POINT (-122.391365 37.753754)
30121,142795,490-08120,IRVING ST,POINT (-122.4668 37.76409)
30122,162236,581-14150,NORIEGA ST,POINT (-122.47917 37.75402)
30123,142398,680-06090,TARAVAL ST,POINT (-122.47284 37.743088)
30124,147905,440-45030,GEARY BLVD,POINT (-122.46769 37.780724)
30125,143176,591-25070,OCEAN AVE,POINT (-122.47249 37.731255)
30126,163378,581-25280,NORIEGA ST,POINT (-122.491035 37.753693)
30128,151863,225-33040,25TH ST,POINT (-122.41642 37.750793)
30130,151584,365-06090,CORTLAND AVE,POINT (-122.41555 37.73902)
30132,147903,440-43100,GEARY BLVD,POINT (-122.46583 37.781082)
30133,147419,111-03050,11TH AVE,POINT (-122.46981 37.782463)
30134,153407,700-14540,VALENCIA ST,POINT (-122.420456 37.749004)
30135,142723,490-09210,IRVING ST,POINT (-122.46786 37.76389)
30136,164751,109-03080,09TH AVE,POINT (-122.46753 37.7826)
30137,162459,469-17660,HOLLOWAY AVE,POINT (-122.480515 37.72101)
30138,144332,109-13610,09TH AVE,POINT (-122.46627 37.762455)
30139,148415,440-63130,GEARY BLVD,POINT (-122.48734 37.779827)
30140,151043,657-26130,SAN BRUNO AVE,POINT (-122.40384 37.728462)
30141,153476,650-33060,SACRAMENTO ST,POINT (-122.44733 37.788193)
30142,151329,584-00070,NORTON ST,POINT (-122.43505 37.725327)
30143,148107,108-03310,08TH AVE,POINT (-122.466576 37.78221)
30144,142988,725-00420,WEST PORTAL AVE,POINT (-122.466606 37.740204)
30145,152304,568-47690,MISSION ST,POINT (-122.43696 37.721645)
30146,152268,657-26280,SAN BRUNO AVE,POINT (-122.403854 37.72809)
30147,149448,613-06640,PORTOLA DR,POINT (-122.45268 37.74485)
30149,141325,568-26150,MISSION ST,POINT (-122.418594 37.754955)
30150,142415,591-23270,OCEAN AVE,POINT (-122.46894 37.729687)
30151,147782,108-03950,08TH AVE,POINT (-122.46651 37.78122)
30152,164445,124-12920,24TH AVE,POINT (-122.48242 37.76363)
30153,143039,110-13040,10TH AVE,POINT (-122.467285 37.763813)
30154,143439,680-09100,TARAVAL ST,POINT (-122.47612 37.743107)
30155,151172,203-49130,03RD ST,POINT (-122.390976 37.73353)
30156,141891,224-38140,24TH ST,POINT (-122.42801 37.75171)
30157,142331,725-00390,WEST PORTAL AVE,POINT (-122.466385 37.740086)
30158,142990,521-00330,KIRKHAM ST,POINT (-122.46125 37.76045)
30159,164244,224-38130,24TH ST,POINT (-122.42796 37.751602)
30160,147386,107-03070,07TH AVE,POINT (-122.46552 37.78258)
30161,162215,680-10210,TARAVAL ST,POINT (-122.47748 37.74288)
30162,141845,224-28670,24TH ST,POINT (-122.40979 37.752693)
30163,140477,225-13250,25TH ST,POINT (-122.39216 37.752533)
30164,142445,591-19530,OCEAN AVE,POINT (-122.46386 37.72579)
30165,162093,584-00060,NORTON ST,POINT (-122.43516 37.72478)
30167,151614,416-00105,FELTON ST,POINT (-122.405075 37.729675)
30168,143235,490-23290,IRVING ST,POINT (-122.483154 37.76322)
30169,162270,490-23110,IRVING ST,POINT (-122.4828 37.763237)
30171,151018,568-38150,MISSION ST,POINT (-122.42452 37.73551)
30173,152292,404-00100,EXCELSIOR AVE,POINT (-122.43323 37.72599)
30174,142566,440-62080,GEARY BLVD,POINT (-122.48606 37.78016)
30175,148070,360-02180,CLEMENT ST,POINT (-122.46187 37.783134)
30176,162170,591-26320,OCEAN AVE,POINT (-122.473885 37.73207)
30177,153409,660-00070,SANTA ROSA AVE,POINT (-122.43427 37.72585)
30178,152307,584-00040,NORTON ST,POINT (-122.43524 37.725086)
30179,142423,121-18050,21ST AVE,POINT (-122.47865 37.75382)
30180,152262,650-33150,SACRAMENTO ST,POINT (-122.44767 37.78804)
30181,147365,110-04010,10TH AVE,POINT (-122.468605 37.780586)
30183,144365,490-25310,IRVING ST,POINT (-122.48534 37.763126)
30184,142633,521-00530,KIRKHAM ST,POINT (-122.46153 37.760437)
30186,151029,568-31170,MISSION ST,POINT (-122.418465 37.74759)
30187,147556,657-28390,SAN BRUNO AVE,POINT (-122.40259 37.725506)
30188,163364,125-24080,25TH AVE,POINT (-122.48205 37.742546)
30191,147949,440-44180,GEARY BLVD,POINT (-122.46702 37.781025)
30193,141375,685-10800,TREAT AVE,POINT (-122.413055 37.752842)
30194,147517,595-00200,ONONDAGA AVE,POINT (-122.438286 37.721546)
30195,142555,440-63090,GEARY BLVD,POINT (-122.48721 37.779835)
30196,142781,568-49500,MISSION ST,POINT (-122.43926 37.718918)
30197,143233,680-07140,TARAVAL ST,POINT (-122.4742 37.74319)
30199,162258,725-03530,WEST PORTAL AVE,POINT (-122.46987 37.737125)
30200,144227,490-16140,IRVING ST,POINT (-122.47561 37.763702)
30201,162384,125-13060,25TH AVE,POINT (-122.48345 37.763046)
30202,141858,730-12050,YORK ST,POINT (-122.408104 37.752663)
30203,150967,225-34440,25TH ST,POINT (-122.420044 37.750576)
30204,141804,224-38080,24TH ST,POINT (-122.42778 37.751724)
30205,148400,360-23420,CLEMENT ST,POINT (-122.48468 37.782093)
30206,150827,223-34100,23RD ST,POINT (-122.4212 37.75372)
30207,149330,360-23140,CLEMENT ST,POINT (-122.48419 37.782116)
30208,148026,360-00130,CLEMENT ST,POINT (-122.459435 37.783096)
30210,152021,584-00050,NORTON ST,POINT (-122.43511 37.724648)
30211,151809,630-17040,QUESADA AVE,POINT (-122.39143 37.733444)
30212,143464,490-24190,IRVING ST,POINT (-122.484055 37.763184)
30213,163399,581-23260,NORIEGA ST,POINT (-122.48879 37.75379)
30215,162297,680-12100,TARAVAL ST,POINT (-122.479324 37.742966)
30216,147479,321-33110,BALBOA ST,POINT (-122.49436 37.775776)
30217,163106,365-04220,CORTLAND AVE,POINT (-122.41696 37.739044)
30218,152416,350-32210,CALIFORNIA ST,POINT (-122.44762 37.78707)
30219,147857,440-39130,GEARY BLVD,POINT (-122.46157 37.781002)
30220,140427,224-40290,24TH ST,POINT (-122.432846 37.75131)
30221,149388,613-07430,PORTOLA DR,POINT (-122.453674 37.743946)
30223,147484,384-04050,DIVISADERO ST,POINT (-122.43756 37.773342)
30224,147767,440-41010,GEARY BLVD,POINT (-122.463326 37.780922)
30225,151404,568-47620,MISSION ST,POINT (-122.43708 37.721798)
30226,148196,440-53020,GEARY BLVD,POINT (-122.47637 37.780605)
30227,142284,568-49310,MISSION ST,POINT (-122.43881 37.719196)
30230,162364,581-24040,NORIEGA ST,POINT (-122.48951 37.753757)
30231,147844,503-01970,JORDAN AVE,POINT (-122.45672 37.781567)
30232,151391,568-45110,MISSION ST,POINT (-122.43371 37.72595)
30233,152327,650-34250,SACRAMENTO ST,POINT (-122.44959 37.787796)
30234,147306,446-13120,GROVE ST,POINT (-122.4385 37.77591)
30235,143344,120-23630,20TH AVE,POINT (-122.476845 37.743225)
30236,164404,490-14150,IRVING ST,POINT (-122.47337 37.763645)
30237,148150,125-04940,25TH AVE,POINT (-122.48466 37.780445)
30238,152358,650-32060,SACRAMENTO ST,POINT (-122.44592 37.78837)
30239,142744,109-13600,09TH AVE,POINT (-122.46612 37.76255)
30240,152058,662-03150,SAINT JOSEPHS AVE,POINT (-122.442345 37.782406)
30241,152430,320-01060,BACON ST,POINT (-122.403915 37.7276)
30242,148990,440-41150,GEARY BLVD,POINT (-122.46382 37.7809)
30243,142298,725-00220,WEST PORTAL AVE,POINT (-122.46631 37.74049)
30245,149036,360-02090,CLEMENT ST,POINT (-122.46151 37.783)
30246,147319,568-45510,MISSION ST,POINT (-122.434326 37.725124)
30247,142949,107-13130,07TH AVE,POINT (-122.46361 37.763577)
30248,147404,440-46260,GEARY BLVD,POINT (-122.46944 37.78092)
30249,152364,650-34370,SACRAMENTO ST,POINT (-122.45001 37.787743)
30250,148471,321-36380,BALBOA ST,POINT (-122.49815 37.77574)
30251,162138,124-25080,24TH AVE,POINT (-122.48095 37.742535)
30252,164289,657-25160,SAN BRUNO AVE,POINT (-122.40446 37.729553)
30253,144345,591-18220,OCEAN AVE,POINT (-122.46192 37.725266)
30254,142100,321-36210,BALBOA ST,POINT (-122.497955 37.77561)
30255,151963,568-32260,MISSION ST,POINT (-122.420425 37.744896)
30256,151293,568-48270,MISSION ST,POINT (-122.43783 37.720497)
30257,162155,680-14090,TARAVAL ST,POINT (-122.48143 37.74271)
30258,151643,229-00410,29TH ST,POINT (-122.42227 37.743908)
30259,141388,224-30670,24TH ST,POINT (-122.41355 37.75247)
30260,143316,581-23070,NORIEGA ST,POINT (-122.488464 37.753613)
30261,149294,440-56230,GEARY BLVD,POINT (-122.480156 37.78016)
30262,147605,440-45180,GEARY BLVD,POINT (-122.46817 37.780975)
30263,143379,581-13320,NORIEGA ST,POINT (-122.47834 37.75423)
30264,147889,109-03108,09TH AVE,POINT (-122.46715 37.782223)
30265,162191,591-16110,OCEAN AVE,POINT (-122.45955 37.724506)
30266,163433,687-00550,TAPIA DR,POINT (-122.48056 37.721664)
30267,148073,440-39210,GEARY BLVD,POINT (-122.46179 37.78099)
30268,141775,414-12070,FLORIDA ST,POINT (-122.40998 37.75253)
30269,151916,568-31190,MISSION ST,POINT (-122.41849 37.747543)
30270,142669,703-00150,VICENTE ST,POINT (-122.466644 37.739475)
30271,149181,104-02920,04TH AVE,POINT (-122.46222 37.7833)
30272,148165,440-55250,GEARY BLVD,POINT (-122.47913 37.780205)
30273,148915,440-35230,GEARY BLVD,POINT (-122.4571 37.781204)
30274,149092,360-07270,CLEMENT ST,POINT (-122.467155 37.78274)
30276,162314,581-25060,NORIEGA ST,POINT (-122.49063 37.753708)
30278,143284,123-12930,23RD AVE,POINT (-122.4815 37.76356)
30279,150879,492-09730,IOWA ST,POINT (-122.391495 37.754196)
30280,163199,120-13100,20TH AVE,POINT (-122.47808 37.763226)
30281,142550,360-18100,CLEMENT ST,POINT (-122.47878 37.78236)
30282,151756,365-04150,CORTLAND AVE,POINT (-122.41727 37.739185)
30284,164407,109-13430,09TH AVE,POINT (-122.4663 37.7629)
30285,143216,490-21190,IRVING ST,POINT (-122.4808 37.76333)
30287,144350,680-04130,TARAVAL ST,POINT (-122.470695 37.74318)
30288,147872,360-06180,CLEMENT ST,POINT (-122.46616 37.782936)
30289,141350,224-38680,24TH ST,POINT (-122.42925 37.751633)
30290,164338,568-45390,MISSION ST,POINT (-122.43413 37.725395)
30291,151976,203-47150,03RD ST,POINT (-122.39044 37.735046)
30292,151624,667-15070,SOUTH VAN NESS AVE,POINT (-122.41582 37.74894)
30293,148120,110-04040,10TH AVE,POINT (-122.46846 37.78053)
30294,151630,568-29280,MISSION ST,POINT (-122.41828 37.74978)
30295,152236,603-00020,PEABODY ST,POINT (-122.40664 37.71216)
30296,152095,568-43860,MISSION ST,POINT (-122.43285 37.727383)
