,PARKING_SPACE_ID,POST_ID,STREET_NAME,shape
666,155334,546-00570,LEAVENWORTH ST,POINT (-122.413795 37.78123)
668,139491,684-04411,TOWNSEND ST,POINT (-122.397896 37.774612)
669,163808,470-12510,HOWARD ST,POINT (-122.41269 37.775238)
670,145315,444-04170,GRANT AVE,POINT (-122.40569 37.791126)
671,144046,350-14070,CALIFORNIA ST,POINT (-122.41772 37.790844)
672,135050,500-05100,JACKSON ST,POINT (-122.4039 37.7964)
673,159554,666-08210,SUTTER ST,POINT (-122.41439 37.78842)
674,163773,568-10090,MISSION ST,POINT (-122.40891 37.780685)
676,137692,331-06190,BRYANT ST,POINT (-122.3985 37.77907)
677,131735,606-16030,PINE ST,POINT (-122.42246 37.789295)
680,143880,470-13090,HOWARD ST,POINT (-122.41338 37.774693)
681,138693,684-04113,TOWNSEND ST,POINT (-122.397964 37.774563)
682,139763,418-05640,FOLSOM ST,POINT (-122.3962 37.786045)
683,136314,380-05080,DAVIS ST,POINT (-122.39831 37.79743)
684,154601,525-00306,KAPLAN LN,POINT (-122.398994 37.78504)
685,140107,651-02020,SANSOME ST,POINT (-122.40088 37.792274)
686,155369,470-12270,HOWARD ST,POINT (-122.41224 37.775593)
688,137155,418-08360,FOLSOM ST,POINT (-122.4021 37.781384)
689,135381,471-07130,HARRISON ST,POINT (-122.39773 37.78213)
690,137062,418-09260,FOLSOM ST,POINT (-122.40413 37.779785)
691,159495,562-05040,MASON ST,POINT (-122.41 37.78825)
692,132923,658-00428,SPEAR ST,POINT (-122.394905 37.793114)
693,159590,594-01110,OLIVE ST,POINT (-122.41991 37.78441)
694,132967,864-04130,SPEAR ST,POINT (-122.38886 37.788498)
695,136116,422-06360,FRONT ST,POINT (-122.39957 37.797703)
696,134531,650-01070,SACRAMENTO ST,POINT (-122.39694 37.794495)
697,133303,720-02170,WASHINGTON ST,POINT (-122.39867 37.79605)
698,131542,830-00190,EMBARCADERO NORTH,POINT (-122.39471 37.795403)
699,144537,208-02750,08TH ST,POINT (-122.41021 37.775227)
700,132660,831-02240,EMBARCADERO SOUTH,POINT (-122.390945 37.791508)
701,138647,373-02080,CHANNEL ST,POINT (-122.391884 37.774265)
702,154809,206-02040,06TH ST,POINT (-122.40704 37.77953)
703,134711,600-06330,PACIFIC AVE,POINT (-122.4067 37.79687)
704,134402,201-03220,01ST ST,POINT (-122.39389 37.786713)
705,161620,440-00220,GEARY ST,POINT (-122.40426 37.78791)
706,138208,340-00341,BLUXOME ST,POINT (-122.39671 37.77703)
707,155663,470-09600,HOWARD ST,POINT (-122.40636 37.780468)
708,144732,568-11330,MISSION ST,POINT (-122.41162 37.778545)
711,143674,423-01080,FULTON ST,POINT (-122.41538 37.77989)
712,133566,420-02050,FREMONT ST,POINT (-122.39483 37.7891)
713,135243,651-09260,SANSOME ST,POINT (-122.4023 37.799232)
714,138922,324-03150,BATTERY ST,POINT (-122.400314 37.794575)
717,154888,501-03930,JESSIE ST,POINT (-122.406715 37.78334)
718,135354,670-01030,STILLMAN ST,POINT (-122.39646 37.781616)
719,134916,324-09440,BATTERY ST,POINT (-122.40131 37.80034)
720,135286,664-08270,STOCKTON ST,POINT (-122.407936 37.79385)
724,155927,444-00240,GRANT AVE,POINT (-122.40485 37.78719)
725,154669,501-01143,JESSIE ST,POINT (-122.40076 37.788155)
726,136566,720-05370,WASHINGTON ST,POINT (-122.40275 37.79552)
727,134422,359-03060,CLAY ST,POINT (-122.39946 37.79521)
728,138486,576-05320,MISSION ROCK ST,POINT (-122.39097 37.77291)
729,136327,720-04250,WASHINGTON ST,POINT (-122.40104 37.79572)
730,154975,567-00740,MINT ST,POINT (-122.40764 37.782516)
731,135200,841-00300,GREEN ST,POINT (-122.40006 37.80069)
732,134284,380-00020,DAVIS ST,POINT (-122.39736 37.792755)
733,131750,614-06040,POST ST,POINT (-122.41197 37.7879)
734,135722,841-00280,GREEN ST,POINT (-122.4 37.800697)
735,133391,420-00410,FREMONT ST,POINT (-122.397255 37.79102)
736,140028,571-02070,MONTGOMERY ST,POINT (-122.40249 37.791214)
737,136931,684-02400,TOWNSEND ST,POINT (-122.39385 37.778088)
739,138661,330-06350,BRANNAN ST,POINT (-122.39934 37.77597)
740,162697,651-00009,SANSOME ST,POINT (-122.40072 37.79072)
741,138532,204-11150,04TH ST,POINT (-122.39133 37.773853)
743,145539,650-16210,SACRAMENTO ST,POINT (-122.41978 37.791573)
746,144006,350-14350,CALIFORNIA ST,POINT (-122.41849 37.79076)
747,139912,471-06370,HARRISON ST,POINT (-122.39618 37.783356)
748,133403,830-07360,EMBARCADERO NORTH,POINT (-122.40018 37.802383)
749,163821,209-03340,09TH ST,POINT (-122.4109 37.77307)
750,154988,206-01490,06TH ST,POINT (-122.4075 37.78014)
751,134979,324-11180,BATTERY ST,POINT (-122.40156 37.80156)
753,143555,502-03290,JONES ST,POINT (-122.41281 37.7847)
754,134085,600-06130,PACIFIC AVE,POINT (-122.40598 37.79696)
755,135820,616-10120,POWELL ST,POINT (-122.40952 37.79424)
757,144086,336-08380,BUSH ST,POINT (-122.411674 37.789856)
758,133272,386-03110,DRUMM ST,POINT (-122.397125 37.796707)
759,137536,331-06630,BRYANT ST,POINT (-122.39953 37.778267)
760,154587,525-00103,KAPLAN LN,POINT (-122.39913 37.785145)
761,145354,336-07050,BUSH ST,POINT (-122.40898 37.79006)
762,143561,470-11100,HOWARD ST,POINT (-122.409805 37.77774)
763,145284,472-08290,HYDE ST,POINT (-122.417046 37.788944)
764,134887,422-02260,FRONT ST,POINT (-122.398796 37.793854)
765,134659,328-00550,BEALE ST,POINT (-122.39591 37.791363)
766,134437,606-00180,PINE ST,POINT (-122.39817 37.79252)
767,135143,324-09090,BATTERY ST,POINT (-122.401375 37.799854)
768,155691,440-01050,GEARY ST,POINT (-122.405334 37.787666)
769,137273,339-01290,BERRY ST,POINT (-122.39175 37.776928)
771,135782,324-08320,BATTERY ST,POINT (-122.40109 37.799282)
772,136885,684-01730,TOWNSEND ST,POINT (-122.3921 37.779232)
773,155759,444-02210,GRANT AVE,POINT (-122.40535 37.789085)
775,155408,207-02060,07TH ST,POINT (-122.40924 37.77775)
776,140079,568-06470,MISSION ST,POINT (-122.400734 37.787148)
777,133868,386-02064,DRUMM ST,POINT (-122.39667 37.79573)
778,144869,350-07450,CALIFORNIA ST,POINT (-122.40727 37.79219)
781,144488,208-01090,08TH ST,POINT (-122.41275 37.777252)
782,153535,208-05290,08TH ST,POINT (-122.40622 37.77204)
783,155906,562-03380,MASON ST,POINT (-122.40974 37.786865)
784,136520,720-05250,WASHINGTON ST,POINT (-122.40264 37.795536)
787,164525,720-08380,WASHINGTON ST,POINT (-122.40771 37.79502)
788,143658,606-05400,PINE ST,POINT (-122.40556 37.791573)
789,133496,818-01650,BRANNAN ST,POINT (-122.38907 37.78411)
790,164565,440-09320,GEARY ST,POINT (-122.41927 37.786007)
791,134313,651-12120,SANSOME ST,POINT (-122.40279 37.8017)
792,135546,664-08260,STOCKTON ST,POINT (-122.40779 37.79392)
793,144609,207-01360,07TH ST,POINT (-122.41015 37.77847)
794,154955,206-00480,06TH ST,POINT (-122.409096 37.781162)
795,135428,551-00420,LAPU-LAPU ST,POINT (-122.39849 37.781845)
796,155142,330-07580,BRANNAN ST,POINT (-122.402664 37.773586)
797,135649,445-00740,GREEN ST,POINT (-122.400536 37.800625)
798,163635,651-00760,SANSOME ST,POINT (-122.40062 37.791008)
799,161601,471-06830,HARRISON ST,POINT (-122.39706 37.78266)
800,144010,666-07290,SUTTER ST,POINT (-122.41282 37.78862)
801,155081,568-09380,MISSION ST,POINT (-122.407425 37.782063)
803,154768,562-01170,MASON ST,POINT (-122.409454 37.78481)
804,155456,401-03210,ELLIS ST,POINT (-122.41188 37.784912)
805,135020,500-08390,JACKSON ST,POINT (-122.409424 37.79563)
806,134371,380-00180,DAVIS ST,POINT (-122.39746 37.79324)
807,138286,524-02520,KING ST,POINT (-122.39302 37.777348)
809,136936,471-07610,HARRISON ST,POINT (-122.39894 37.781174)
812,154562,651-02110,SANSOME ST,POINT (-122.401085 37.79252)
813,135737,720-05480,WASHINGTON ST,POINT (-122.40292 37.795628)
814,155897,444-02200,GRANT AVE,POINT (-122.40521 37.789085)
815,160489,612-07250,POLK ST,POINT (-122.41938 37.78374)
816,133252,561-00020,MAIN ST,POINT (-122.396416 37.792927)
817,144817,210-01480,10TH ST,POINT (-122.41485 37.774315)
818,132689,561-02151,MAIN ST,POINT (-122.39321 37.790577)
819,138676,373-03060,CHANNEL ST,POINT (-122.39417 37.77241)
820,140136,606-03280,PINE ST,POINT (-122.40188 37.792034)
821,135014,445-01340,GREEN ST,POINT (-122.40243 37.800385)
822,133823,561-02217,MAIN ST,POINT (-122.3929 37.790325)
823,133357,561-00310,MAIN ST,POINT (-122.39575 37.792603)
824,136661,720-03640,WASHINGTON ST,POINT (-122.4001 37.79598)
828,145589,350-15460,CALIFORNIA ST,POINT (-122.42032 37.790703)
829,140060,614-00260,POST ST,POINT (-122.40306 37.789017)
830,136734,671-01160,SOUTH PARK,POINT (-122.39487 37.780945)
831,143590,330-08480,BRANNAN ST,POINT (-122.40444 37.77218)
832,159518,542-08030,LARKIN ST,POINT (-122.41801 37.785366)
833,137211,524-01260,KING ST,POINT (-122.39048 37.779358)
834,138582,552-06310,LONG BRIDGE ST,POINT (-122.39205 37.772884)
835,135292,651-08050,SANSOME ST,POINT (-122.402145 37.797676)
836,135599,720-07120,WASHINGTON ST,POINT (-122.4055 37.7953)
837,143584,206-00060,06TH ST,POINT (-122.41006 37.78193)
838,159568,546-05050,LEAVENWORTH ST,POINT (-122.41474 37.785854)
840,155394,681-01150,TAYLOR ST,POINT (-122.410934 37.7837)
841,132977,821-05470,BEALE ST,POINT (-122.38883 37.78569)
842,145389,681-06270,TAYLOR ST,POINT (-122.4119 37.78861)
844,154574,520-00050,KEARNY ST,POINT (-122.40361 37.78824)
847,139041,422-00090,FRONT ST,POINT (-122.39858 37.792038)
850,133798,720-02350,WASHINGTON ST,POINT (-122.398895 37.79602)
851,134450,500-07370,JACKSON ST,POINT (-122.40776 37.795837)
852,134042,363-02180,COLUMBUS AVE,POINT (-122.405876 37.797424)
853,153532,546-00700,LEAVENWORTH ST,POINT (-122.4137 37.781494)
854,135290,650-07420,SACRAMENTO ST,POINT (-122.40599 37.793423)
855,137131,340-00047,BLUXOME ST,POINT (-122.396034 37.777554)
856,155094,444-00100,GRANT AVE,POINT (-122.40483 37.787125)
857,137696,330-05220,BRANNAN ST,POINT (-122.397255 37.77786)
858,139392,471-06610,HARRISON ST,POINT (-122.396805 37.78286)
859,137499,331-04706,BRYANT ST,POINT (-122.39516 37.78197)
860,137369,205-06520,05TH ST,POINT (-122.39784 37.775723)
861,131850,412-01230,FERN ST,POINT (-122.421074 37.78808)
862,138914,202-04150,02ND ST,POINT (-122.39471 37.784077)
863,138562,552-06280,LONG BRIDGE ST,POINT (-122.39218 37.773006)
864,143689,209-01600,09TH ST,POINT (-122.41347 37.77512)
865,132485,831-02120,EMBARCADERO SOUTH,POINT (-122.39109 37.791836)
866,133969,420-03080,FREMONT ST,POINT (-122.39336 37.78768)
867,155649,440-00300,GEARY ST,POINT (-122.40459 37.78787)
868,138809,202-04620,02ND ST,POINT (-122.39405 37.78331)
869,144542,208-02710,08TH ST,POINT (-122.41023 37.77524)
870,163760,546-00730,LEAVENWORTH ST,POINT (-122.41387 37.781605)
871,140120,666-01150,SUTTER ST,POINT (-122.402664 37.789917)
872,162517,359-09130,CLAY ST,POINT (-122.40833 37.793957)
873,137382,339-02810,BERRY ST,POINT (-122.39544 37.77404)
875,138759,350-03110,CALIFORNIA ST,POINT (-122.40035 37.793076)
876,139352,470-06640,HOWARD ST,POINT (-122.39981 37.785645)
877,136674,324-05450,BATTERY ST,POINT (-122.40063 37.796196)
878,162667,576-05340,MISSION ROCK ST,POINT (-122.39104 37.772907)
879,163726,614-03160,POST ST,POINT (-122.40753 37.78845)
880,136409,330-03220,BRANNAN ST,POINT (-122.39266 37.781483)
881,138043,331-05290,BRYANT ST,POINT (-122.396484 37.780674)
882,133099,569-00100,MARKET ST,POINT (-122.39493 37.794525)
883,162515,444-09130,GRANT AVE,POINT (-122.406586 37.795563)
884,133692,500-00940,JACKSON ST,POINT (-122.39806 37.797176)
885,156014,563-01060,MCALLISTER ST,POINT (-122.41393 37.780952)
886,132708,665-01610,STEUART ST,POINT (-122.39226 37.792618)
888,132591,826-06590,DELANCEY ST,POINT (-122.38901 37.78307)
889,134120,720-09380,WASHINGTON ST,POINT (-122.40949 37.794807)
890,139258,203-03360,03RD ST,POINT (-122.39841 37.783245)
891,136870,330-05090,BRANNAN ST,POINT (-122.39668 37.77806)
892,134759,600-06090,PACIFIC AVE,POINT (-122.405914 37.79697)
893,163489,561-03470,MAIN ST,POINT (-122.39061 37.78849)
894,133841,201-02350,01ST ST,POINT (-122.395065 37.7879)
897,154834,440-01250,GEARY ST,POINT (-122.40595 37.787586)
898,144130,562-06040,MASON ST,POINT (-122.410194 37.78919)
901,145248,606-14590,PINE ST,POINT (-122.42028 37.789574)
902,137037,330-04640,BRANNAN ST,POINT (-122.39575 37.77904)
903,133470,445-00860,GREEN ST,POINT (-122.40095 37.800575)
904,133634,471-05300,HARRISON ST,POINT (-122.39376 37.78553)
907,134512,350-00030,CALIFORNIA ST,POINT (-122.39666 37.793545)
908,139154,422-01030,FRONT ST,POINT (-122.39868 37.792515)
909,131962,614-06030,POST ST,POINT (-122.41188 37.787773)
910,133104,818-01570,BRANNAN ST,POINT (-122.38893 37.7842)
912,136907,670-01620,STILLMAN ST,POINT (-122.39803 37.780453)
913,144939,568-11570,MISSION ST,POINT (-122.41217 37.778114)
914,131663,561-03410,MAIN ST,POINT (-122.390755 37.78861)
915,132897,658-02470,SPEAR ST,POINT (-122.391174 37.790344)
916,135771,500-03220,JACKSON ST,POINT (-122.401146 37.796757)
917,132765,658-03450,SPEAR ST,POINT (-122.38982 37.78926)
919,133390,830-07240,EMBARCADERO NORTH,POINT (-122.399956 37.802135)
921,145523,568-13280,MISSION ST,POINT (-122.41542 37.775745)
924,155559,651-01120,SANSOME ST,POINT (-122.40074 37.791584)
925,139091,651-00660,SANSOME ST,POINT (-122.40061 37.790962)
926,144576,442-02100,GOLDEN GATE AVE,POINT (-122.41419 37.781883)
927,153520,471-10370,HARRISON ST,POINT (-122.40504 37.776367)
928,139762,606-01030,PINE ST,POINT (-122.39881 37.792316)
929,137975,471-08330,HARRISON ST,POINT (-122.40061 37.779865)
930,134644,561-00169,MAIN ST,POINT (-122.39603 37.79262)
933,134930,651-10290,SANSOME ST,POINT (-122.40265 37.800186)
934,133789,328-03310,BEALE ST,POINT (-122.39222 37.78841)
935,136880,331-05870,BRYANT ST,POINT (-122.3977 37.779713)
936,140228,203-03540,03RD ST,POINT (-122.39797 37.7829)
937,155423,208-01550,08TH ST,POINT (-122.411766 37.776474)
939,155544,501-01168,JESSIE ST,POINT (-122.40086 37.788067)
940,136427,422-06390,FRONT ST,POINT (-122.399734 37.797684)
941,155269,502-04040,JONES ST,POINT (-122.41273 37.785057)
942,144511,563-00180,MCALLISTER ST,POINT (-122.41275 37.7811)
944,135445,203-05300,03RD ST,POINT (-122.395195 37.780693)
945,138089,340-00548,BLUXOME ST,POINT (-122.397285 37.77658)
946,137511,331-04705,BRYANT ST,POINT (-122.39515 37.78198)
947,132653,470-01130,HOWARD ST,POINT (-122.39287 37.790897)
948,132918,658-00105,SPEAR ST,POINT (-122.39546 37.79356)
949,156035,401-04080,ELLIS ST,POINT (-122.41323 37.784866)
950,139994,471-06530,HARRISON ST,POINT (-122.3966 37.783024)
953,155602,580-01670,NATOMA ST,POINT (-122.39939 37.786663)
954,136984,418-08480,FOLSOM ST,POINT (-122.4024 37.78115)
955,143961,650-17070,SACRAMENTO ST,POINT (-122.42117 37.791397)
957,137015,471-08520,HARRISON ST,POINT (-122.40112 37.779713)
958,138075,339-02630,BERRY ST,POINT (-122.39499 37.774387)
959,138768,324-00300,BATTERY ST,POINT (-122.39964 37.79213)
962,134544,561-00071,MAIN ST,POINT (-122.39613 37.792908)
963,155133,400-01170,EDDY ST,POINT (-122.40998 37.7842)
964,131529,831-04100,EMBARCADERO SOUTH,POINT (-122.38845 37.78919)
965,143575,546-00540,LEAVENWORTH ST,POINT (-122.41363 37.78116)
966,145104,442-04150,GOLDEN GATE AVE,POINT (-122.41754 37.781326)
968,132844,665-01170,STEUART ST,POINT (-122.392815 37.79306)
969,137904,644-03080,RITCH ST,POINT (-122.394615 37.77944)
970,155674,470-10310,HOWARD ST,POINT (-122.407845 37.779068)
972,159505,594-01150,OLIVE ST,POINT (-122.42005 37.78439)
973,135475,350-06020,CALIFORNIA ST,POINT (-122.40461 37.792686)
974,154782,562-03210,MASON ST,POINT (-122.40986 37.7868)
975,136301,444-06130,GRANT AVE,POINT (-122.40606 37.792908)
977,138307,206-06170,06TH ST,POINT (-122.399666 37.77388)
978,138521,373-02690,CHANNEL ST,POINT (-122.39346 37.772816)
979,136398,359-05410,CLAY ST,POINT (-122.40241 37.79469)
980,154904,440-00240,GEARY ST,POINT (-122.404366 37.787895)
981,137268,340-00635,BLUXOME ST,POINT (-122.3973 37.776363)
982,155616,470-08270,HOWARD ST,POINT (-122.40334 37.782623)
983,133540,720-03200,WASHINGTON ST,POINT (-122.39932 37.79608)
985,135110,600-05250,PACIFIC AVE,POINT (-122.4047 37.79712)
986,136294,380-06200,DAVIS ST,POINT (-122.39854 37.798534)
987,138239,205-06500,05TH ST,POINT (-122.39789 37.775764)
988,133662,720-02130,WASHINGTON ST,POINT (-122.398506 37.79607)
989,133746,328-00150,BEALE ST,POINT (-122.39682 37.79207)
990,136342,819-00170,BROADWAY,POINT (-122.39841 37.798847)
992,137344,340-00841,BLUXOME ST,POINT (-122.39773 37.776234)
994,155953,593-02140,OFARRELL ST,POINT (-122.40842 37.786423)
995,137800,205-04220,05TH ST,POINT (-122.40129 37.778473)
997,132032,336-05320,BUSH ST,POINT (-122.40654 37.7905)
998,139102,324-00190,BATTERY ST,POINT (-122.399734 37.791775)
1000,139397,201-00080,01ST ST,POINT (-122.39887 37.7907)
1001,159607,440-09290,GEARY ST,POINT (-122.419205 37.785892)
1004,163480,831-04130,EMBARCADERO SOUTH,POINT (-122.38801 37.789276)
1005,134209,830-07270,EMBARCADERO NORTH,POINT (-122.40032 37.801964)
1007,135524,324-07170,BATTERY ST,POINT (-122.40103 37.798145)
1008,136353,651-06030,SANSOME ST,POINT (-122.40178 37.79593)
1009,138346,684-05033,TOWNSEND ST,POINT (-122.39974 37.773163)
1010,138030,644-03160,RITCH ST,POINT (-122.394424 37.779293)
1011,163572,471-08370,HARRISON ST,POINT (-122.40071 37.779785)
1013,163746,562-01300,MASON ST,POINT (-122.40937 37.78505)
1014,133575,500-00920,JACKSON ST,POINT (-122.39797 37.797188)
1015,134639,568-02159,MISSION ST,POINT (-122.39522 37.791496)
1016,137648,331-05610,BRYANT ST,POINT (-122.3971 37.780178)
1018,139514,373-03140,CHANNEL ST,POINT (-122.39436 37.772266)
1019,162520,830-05890,EMBARCADERO NORTH,POINT (-122.39896 37.80043)
1020,135801,500-04250,JACKSON ST,POINT (-122.40296 37.796436)
1023,155936,440-00260,GEARY ST,POINT (-122.404434 37.787888)
1025,136615,520-06270,KEARNY ST,POINT (-122.40483 37.794292)
1027,144104,606-14360,PINE ST,POINT (-122.419846 37.789764)
1029,155413,502-03190,JONES ST,POINT (-122.412766 37.784473)
1031,154610,606-03270,PINE ST,POINT (-122.40184 37.79193)
1032,137570,418-09160,FOLSOM ST,POINT (-122.4039 37.77997)
1033,135183,520-08080,KEARNY ST,POINT (-122.40494 37.795643)
1035,133858,658-00021,SPEAR ST,POINT (-122.395546 37.793625)
1036,163671,571-02230,MONTGOMERY ST,POINT (-122.40257 37.79164)
1037,155025,440-01080,GEARY ST,POINT (-122.40546 37.787758)
1038,140045,661-01540,STEVENSON ST,POINT (-122.40237 37.787594)
1039,136437,364-07330,COMMERCIAL ST,POINT (-122.405846 37.79383)
1040,135440,350-05260,CALIFORNIA ST,POINT (-122.40372 37.792797)
1041,144926,209-03060,09TH ST,POINT (-122.4115 37.77355)
1042,135161,324-07260,BATTERY ST,POINT (-122.40091 37.798347)
1043,131612,831-02110,EMBARCADERO SOUTH,POINT (-122.39072 37.79239)
1044,156173,470-10630,HOWARD ST,POINT (-122.40859 37.77848)
1045,138550,373-02670,CHANNEL ST,POINT (-122.39341 37.772858)
1046,144653,208-02580,08TH ST,POINT (-122.41035 37.775093)
1047,154639,470-06830,HOWARD ST,POINT (-122.40001 37.785255)
1048,131611,831-06340,EMBARCADERO SOUTH,POINT (-122.38834 37.783543)
1049,132531,561-03190,MAIN ST,POINT (-122.39122 37.788982)
1051,145162,442-04056,GOLDEN GATE AVE,POINT (-122.41753 37.781326)
1054,136995,203-06290,03RD ST,POINT (-122.39349 37.77957)
1055,155578,336-03240,BUSH ST,POINT (-122.40319 37.790913)
1056,161615,614-02280,POST ST,POINT (-122.406265 37.78861)
1057,155825,368-01070,CYRIL MAGNIN ST,POINT (-122.40884 37.78566)
1059,143679,472-00710,HYDE ST,POINT (-122.41545 37.78106)
1060,135153,520-09060,KEARNY ST,POINT (-122.4051 37.79647)
1061,139412,501-01161,JESSIE ST,POINT (-122.4008 37.788113)
1062,155763,444-00440,GRANT AVE,POINT (-122.40492 37.78758)
1063,138763,568-05170,MISSION ST,POINT (-122.397995 37.78931)
1065,156127,208-01350,08TH ST,POINT (-122.41219 37.776814)
1066,137859,670-01730,STILLMAN ST,POINT (-122.39807 37.780342)
1067,140216,606-03250,PINE ST,POINT (-122.40176 37.791943)
1068,135554,830-07190,EMBARCADERO NORTH,POINT (-122.40014 37.80176)
1069,131678,614-07120,POST ST,POINT (-122.413765 37.787674)
1070,145074,446-00320,GROVE ST,POINT (-122.416084 37.77877)
1071,136549,500-05120,JACKSON ST,POINT (-122.40399 37.79639)
1072,145503,542-00130,LARKIN ST,POINT (-122.41656 37.7782)
1073,163878,336-08200,BUSH ST,POINT (-122.411125 37.789925)
1076,135468,571-05090,MONTGOMERY ST,POINT (-122.40307 37.79401)
1077,133629,658-00910,SPEAR ST,POINT (-122.39414 37.79271)
1078,139685,463-01170,HAWTHORNE ST,POINT (-122.397194 37.78425)
1079,154775,614-01290,POST ST,POINT (-122.404755 37.788696)
1081,137880,831-07620,EMBARCADERO SOUTH,POINT (-122.38941 37.780224)
1082,134387,363-02240,COLUMBUS AVE,POINT (-122.40603 37.797527)
1083,134460,500-07440,JACKSON ST,POINT (-122.407974 37.795895)
1084,139486,340-00734,BLUXOME ST,POINT (-122.39747 37.77623)
1085,155977,470-09620,HOWARD ST,POINT (-122.40638 37.780453)
1087,154517,203-01220,03RD ST,POINT (-122.40151 37.785717)
1088,134610,561-00195,MAIN ST,POINT (-122.39595 37.79276)
1089,136383,650-06210,SACRAMENTO ST,POINT (-122.403786 37.793625)
1090,154872,440-03350,GEARY ST,POINT (-122.4094 37.787144)
